timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,entity_id,total_amount_btc,is_anomaly,risk_score,explanation
2026-07-29 14:27:27,196.86.14.110,204.153.146.225,61569,18333,c1eafc04c0ad61df2e583444d022ca5d07a8535aeffa60c69400114e3daa197f,3txCcI1sREiSEgPOQJD0FyE8Mv8tbcZvUb,bc1qhv8uoTqsrKkHqf697pcB2vZHJTFkiKh7LfSusV|bc1qqrY7z1SqGdwL5JawfVfTOGAHY50snGA9wCxcmm|397f8XXR3K2jmGMyQD4yrFNBEiK8F4KeeE,0.35485032,0.04039019|0.04425386|0.26932707,0.0008792,P2WPKH,MA,Entity_140,0.35485032,False,19.3,Normal.
2026-07-29 14:31:01,136.117.78.92,197.118.163.91,56847,18333,bcedff5c253d6227038f7dbb3bf1581ab8bb0c41144cce1c5595c2300a68e228,1DcGmUUZJi6DoZA1kWMgaRPN4MhRJs3ceg|3pSoMNuTa8lBXQeCmejc0vjBLr0NPRpCyI|1I94q4KffiYZI489LxAAJjJ5ZImD2P2rjF,bc1q6pbpP6asijuYYPSEZrHSImV9snCtsp4kQkIXnd,1.11871238|0.90728523|1.09762512,3.12279424,0.00082849,P2WPKH,US,Entity_91,3.12362273,False,19.5,Normal.
2026-07-29 15:03:33,223.148.17.155,146.220.205.135,62736,18332,b5a5a376aabb72625681b80ff114be909f63cf4463757d8019bd39bbacc49a97,bc1qkhlmULzNgV73HXAOv7id0xxSZ9xCYxucqvUe12,106ZveyYYQhpf8heM9yW3FxdCplikjZyYO|1acqhu4bBkrbmMHVnBjXmEj0m3GsLX1MJv|1W6dzt0qW6KAiSTbHZRZvlTJ7C5a0KR6d8,3.02765625,0.41542989|0.3922622|2.21980493,0.00015923,P2SH,CN,Entity_141,3.02765625,False,60.3,Normal.
2026-07-29 15:11:07,124.92.108.110,78.0.247.59,59774,8333,70966d69114d0b7cd36c8f97d16575dded26acb0027a6261f907cb9a33049285,bc1qacyjuyaRVDzTYeoxQWhH9usd9Ow0v0VrmI7Osy|3ysUUHxRDi1a5BQ7Qc4N7A41uqgOyVUTKm,bc1qfDFOv0ZivpK9SNrLKhHdAEpzOQYFrMA0gl7SkD|1iGKUVrc0X8b0jYCg5g2mRlAL9mTgvV2Eq|bc1qJh25rLD6ZHExK75nM7kWy24wwj2XmmTf41c3QY,0.81534773|2.50472609,1.07415134|0.13331914|2.1124243,0.00017904,P2PKH,CN,Entity_8,3.32007382,False,53.2,Normal.
2026-07-29 15:30:23,22.5.232.65,73.74.52.203,60743,18332,3ab0a037e1526dfd643fde5d42400054346ab73c879baf6040f1eb118c1a208a,bc1qqVRnRE8v37WuNVNPtxstyybkRfP2ggA8Fqn1Eu|14Xdd2hvQznRqn7lgxH2LgLoc68dQjCmpe,bc1quEnlDZK6bbIkKiGxTGa9JkFCme7KMl1Rl0najS|bc1q2H0yHPj0PIho3yGnwpEwMhbj9MrxlIFWw7xFQ3,0.32083409|4.29459035,0.74560552|3.86932984,0.00048908,P2TR,US,Entity_142,4.61542444,False,13.7,Normal.
2026-07-29 15:53:00,193.56.28.103,192.231.165.137,58167,8332,88f17032504e85e623e4d9332b82e5fe7525bb0f47bdb07117113b4532367097,31cIqgihLK4u7J3TrFeazvZlZ3eyVKlyXX|1FMkxZjWPPk51NX9E4stFAVniNmPsoYFbn|1nrUvj39XARTaV1CrgjlMCf671vZhBYO5O,3jyFUfXfYYnkwmdzNkSR3ZIYoP3hsSobbM|bc1qiuOPLhDdIWRgS7oROz8mr4eed0Yi47mRsICwGi|3DOpnHNnrL18KRA4oIIkkVJXmd4FqDc9CK|bc1qUQSNKXVTH3spqw9rMrwC7fgOvH6oXgNGQLwxdY|3s19Xi2MAh6U6ZSKOchG9F4MpoLVvoheXL,0.00014943|0.00041446|0.00043611,0.00022044|0.00019466|0.00011016|0.00008567|0.00005156,0.00033751,P2SH,US,Entity_143,0.001,True,90.8,"Risk indicators: Entity uses multiple distinct IPs (4 IPs), suggesting anonymization; IP 193.56.28.103 broadcasts for multiple distinct entities, acting as a high-traffic node; Micro-transaction detected (0.0010 BTC)."
2026-07-29 16:18:43,213.16.208.75,201.230.177.17,57311,18332,de81aa62dff1a20b74a0090a561525d3e71d19e838e677ff381aadfc1c35ffe4,3JzoErdUmq2SlYW7ULMJomUSDbLzjY1Ewi|18PLYRSUCYrOvdZMu8ui8xiWX9DfLr4kNL,3cZlhm2Ptn8m6boZfbDfEciaWtDWrcy7F9,0.5322171|3.08921543,3.62111292,0.00031961,P2WPKH,GR,Entity_15,3.62143253,False,15.5,Normal.
2026-07-29 17:18:07,201.172.29.49,203.141.42.157,63512,18333,90ac5019665d3831f2db68a3875184d04867b418d9caed5ecf14f57bf94a437d,14frjtbbUCu4JH4jpRmqvOFxLhD7SgOmQz,1v0EHjgzGgtrXrgORuM0zsbopBqZtNHJb7|1X3w6mxJJ2YovmIcp1a57ed7Ogb2cVilTC|30kf9NE6qem55SsvdgxBYARRk5WV4VkiEr,1.56967689,0.63152733|0.03404501|0.90352586,0.00057869,P2PKH,MX,Entity_144,1.56967689,False,20.4,Normal.
2026-07-29 17:41:48,109.147.237.200,204.210.206.31,53570,8332,ac0b0ef26a3039f8683a6099b14723894d26c1370534446a1f58290dcd97537e,bc1qxffXaHEf8YO9ali8wQZwJc3ucK9MYlky9gKMGZ,bc1qVxdjiLsAtpvYnLB02Y0XoB746XFmfG6fezAaRr|17XpfDlEfGW2vTiodPrsmSBlL1rFIJW7YZ|bc1qNp6sRGwBtAVlgTCW7xo0vLZhTAZBksBRtclDUz,4.02236456,1.71868228|0.50739312|1.79567006,0.0006191,P2SH,GB,Entity_37,4.02236456,False,15.8,Normal.
2026-07-29 18:31:22,204.136.177.1,203.183.158.3,63341,18333,3d614bdf83f58b110b2f4c20beb445821b8d03f206a0f166ab91de7e8f51de11,bc1qxcbZLy4QLBgsjiiszHV4wokzLD9anhwcn0KFsW|1WF45qDzCTMIkNP5nxUE4N8PoIVPgZM4B5,bc1qgh0FLP0pSCCGHVuxKuF3OBmoq9MkB0eQCSbkcq|1FpFmSJvG16tRXvXB3QsdzGvv5f4TRF8Pz,0.45053297|0.50749626,0.35292385|0.60502879,7.659e-05,P2SH,US,Entity_145,0.95802923,False,28.7,Normal.
2026-07-29 18:33:31,193.1.166.160,150.113.158.148,58958,18333,84755dd79dfd5fbc01c8b6350e4803ff06d91043541de066d84e902eadf0b791,bc1qnSyKGvhBIS7g9vUpcYNZNoHETwhLb6p4zP55k4,bc1q1CIWAJFH7kZkQ20dm6R7PVJw0NbRBFv2IDJaxn,4.00533133,4.00485606,0.00047527,P2PKH,IE,Entity_100,4.00533133,False,18.2,Normal.
2026-07-29 18:37:28,199.158.129.132,218.130.225.66,51158,18333,39de2c6c04dd5c6b7559b65615d2240fefd5f56a07abc6a654158685ae2ffa02,bc1qMx58AkWouo5ZcP3OT6K1lNym0EUgYjwSEbnfYd|1heUGNZnvLjewCSzcWx3BNb2YLWi2wc6If|3iFKXksYCI6HlXvQbOrhasKygZDGXxJZbv,bc1qbLdkXVjylGAikDvXU6N4d839yeYsk1BffMWCIB|bc1qBQ6cq1prvaSTMP2hBsenisJX1FXcSTdcDgefIt,0.04389249|0.02181076|0.09204723,0.03066607|0.12691146,0.00017295,P2PKH,US,Entity_146,0.15775048,False,32.6,Normal.
2026-07-29 18:45:50,146.212.143.112,197.21.157.61,57947,8332,f5dfee6b608e0ac614ea0e182c185b8c9ad637100aac983e36bb7d0f2ce95594,1AHk7ZW2nKAS66ZujJys7eQFn3OClJKfqy,3I5HKEBizvBqhmclRmj5J1HmDqU74zbrEp|1GLTqdslKY3UGBNmSmmYQpHdSpr2uS0TQX|bc1qLBlI2MTHZ3DwnGy3VjX40YRPzAuPERKRVc9nKT,2.58637952,1.210749|0.097102|1.27805543,0.00047309,P2SH,SI,Entity_147,2.58637952,False,17.3,Normal.
2026-07-29 19:01:02,173.192.180.105,213.171.131.76,50617,8334,6915dad02c8988520cfdf34d3995750825bfb7360bf8c7242109e31692deb0c8,bc1qlo7pAMdBgbaPxHuuFoAU41xi3QVEauDmRKDhpQ,1PeAo6bzJeg9PzBN6AQLb8O3eMtZMWX491,1.85003786,1.84919411,0.00084375,P2SH,US,Entity_148,1.85003786,False,31.6,Normal.
2026-07-29 20:16:54,222.193.189.119,216.43.162.233,51904,8332,a0dd001ae10ab0cd798dbace115b5d7af661b736c8806e9fe699d9ae2c848700,bc1ql4AspGd6Y3YfmGlVf9yb3rd8R5jMUeXTP01TIn|1bGJt30DcLAuPsUPRsaMRjGoZb59A6g6IM|3Opdj2QTCHzF5xxNPQvOJU3dx02KSi0Fum|bc1qONfza6QS2xgXziIG0ohdUk5m3qquKNlp9Q23fa,bc1qfLVJK0FpNdAE1ABE474KBOyYccqt42a3UrL5iH,1.21770685|1.37062211|0.46588468|0.97268475,4.02592003,0.00097836,P2SH,CN,Entity_149,4.0268983899999995,False,52.1,Normal.
2026-07-29 20:31:45,164.246.44.201,206.223.82.152,60030,8333,3005709379fef73da4e36c6440b129f1fed1497de2c31907b08613154a05e891,3ye4JSnE2NiiUHUAKw9iEU1jjQKxKDpI6Q,3aLYzic4cFMkNR3cTo3dR1jPQpfzuHYfl4|320fgDAusuxO3OjSh6W6Z0W0ApZK65DvLk|3QDKnlXlcvD0MLx7KMV30OolfhrYgpzQ5U,1.90308777,0.70228091|0.26182156|0.93836933,0.00061597,P2PKH,US,Entity_150,1.90308777,False,26.6,Normal.
2026-07-29 20:39:11,103.120.144.165,130.58.81.82,52432,8332,c8962da87c3b14b91a6a994957c898653002b1d0560c3912a152d285ded5da41,1KbC4qeV1lPofeNdBzPoB95gn1pL8p9wkE|1ZjriB9GLJJiJ6aNIdiFcxd6UJjzqTv9Ju,1lqMkbhdMFzUypYs6XML5y4PqEuRkJupwW|3Wngh09c7AWijTS6fzXlsBuy3LTexR7MEw|bc1qUIt3SyjbJIb552tYXX7kTWT9hQUDlSJQsd2rFH,1.16887089|3.28693777,1.69124547|0.72581581|2.03800382,0.00074356,P2SH,BD,Entity_151,4.455808660000001,False,41.2,Normal.
2026-07-29 20:50:29,161.207.133.22,216.233.70.206,55078,8334,7360be1ef8b1bbbeba4b44dbdc5d725856b44a51a64dc2e5f825c0a6d191571e,bc1qSV4lcyuTFNFCAcC5hbZvjs1aY7hCZdQPj44O6L|1ODt05LRUAbhAYa8x1gY1lJ1R9tAnIoKt9|1h8Ny4n78vvGOFwVCgQg5nSildUrpHNbPN,3BOnKTAHk3NypceiKQxxtd9LxK1CdoBFVm|3l8cvJ1ItrusIYo9pc2bVXzU342sr1rm45|3zhjsTMd0jZJwkd0WiJMXes3WLbMQsrdXf,2.3535989|0.29735839|2.15740526,1.02295792|1.36971416|2.4147212,0.00096927,P2PKH,CN,Entity_152,4.80836255,False,58.5,Normal.
2026-07-29 20:58:59,59.197.19.113,158.168.12.130,60744,18332,c43d2baf4d6e496356ca65e62dde0f06026bc272d1d5aa54e9e2d63598a009e7,33a8T7ewCOlQvQvuntrVcV4RQCRFG8K2N3,1M8LVGaHYzATOG0EkKL75f0ba3Y9BPTP1C|3T7bNiyJRYahrurQnZnTTr6O5YkXkyXnSE,3.50893829,1.49539028|2.0132595,0.00028851,P2PKH,CN,Entity_153,3.50893829,False,65.6,Normal.
2026-07-29 21:13:39,207.98.211.100,23.154.191.175,65088,8332,7cec170a7a5438023f188a9d83eb74ee6fb8a9e1367c4ba22a53ed69b955adaf,bc1qnZCKBGsRCo9NNNZ4gzurYXrVNvBCYSLSDBdtNu|1PVuHpPhyJqgUXXPcJEUs6zplZh7ChxKlJ,bc1q8V11qEfezERykt7Rx0RQrXBbfrIEkSgXAgpqCz,1.30130297|1.77673994,3.07705096,0.00099195,P2PKH,US,Entity_154,3.0780429099999997,False,25.2,Normal.
2026-07-29 21:15:11,210.234.80.43,190.154.16.88,49530,8332,160f3b923e1f52526750c04c5ced1fc743e4a574c94252df5d2281075225a3d6,3AfCXgfhcEgQbuGJVJEKl6zw2iCebS02l2|1FHJLor3dwi5ECfnJ0Ozb8eaOqPsgTjm3b|1KASLpwdgwPmcbW1eaRgQyT0tQPiNbLEGV|1aYUpoaMb9kfhesFt2fTTbVtJHKjuzs5UV,1a4tzCiaTOnzK9siinpPJOWNsLrdQAvfqR|3oMvMl51UhziiCb6jDEL93GrUCnKycfmXh|1cR0YhHMhOPs2DKtxMBqoTUwD9eAJ7BeJX,1.2523012|0.63398752|0.44399751|1.10531463,0.52085324|1.18698852|1.72689923,0.00085987,P2PKH,JP,Entity_155,3.43560086,False,43.0,Normal.
2026-07-29 21:41:43,118.16.250.163,203.21.145.161,56904,18332,3ab81b5b5bbb8357f50e05121bc0eb0fa1ff9741c72a5f9bb4decf0073edc774,3UE98atN7JP3KMIi8aSpj21X8vG8iGL2D0|1XudLHbL2UnPaVNZDE0YJE0ujqnyqatcmU|1cfUPDHCL7htFAq4GjaGS0tN2RXrJjOn8A,10gaXzeohvVzCDe6nO4qIaJ2Z8oyiwwj6J,0.07713132|0.51857711|0.83169875,1.42655375,0.00085343,P2WPKH,JP,Entity_46,1.4274071799999999,False,15.3,Normal.
2026-07-29 21:46:39,3.29.80.216,74.206.122.101,58164,18333,ce878b71de21ce73d474aa35e138cfc399b06a51c5fd7c8e39febecea8fcaf52,34mQJBVWFzkmL2dDx5SFhfjBFZf4Y25zyx|bc1q94fPFbt6vVl9jsWFHTGP2MLjlQM3ScwS8LUWoo|1LQ6xVJGyOphTExIqqB9r4Eh0C3BfQ0tve|39xb50OXirZRiRBaepZITGgrscAXCg4KbF,bc1qpBKYCdtZR7DdMW3flIgtvx8qvoizvDwsWlgvgX|3jdP433ietpefxtl2BlYj8kSG1yZGcZNLk|1nne0lqjBh6SN876IHwif16xL3WvMp4PMy,0.84328072|0.28551902|0.27207109|0.69749489,0.42456997|0.71315844|0.96051801,0.0001193,P2SH,AE,Entity_156,2.09836572,False,26.0,Normal.
2026-07-29 22:15:03,57.1.190.179,200.67.179.172,51333,18333,e1e1b619b062f50fc0d1d42370376d9ac9c009dc0f1487ee0d89c27455c3805e,11v6bb3XgcsGEAbwFVX4o9YeLj9UvUFmEG|3OURivC4n0cmwPOXBABuaWlUE4N3xdn1m9|1q8DfwZZTjtzdr2XQ7qpsvBkBwEmVe1yeP|3wiJIuR4MssuQ2Im2mp89LbhpLycLzunQR,3bz4i1uBdHT6iKe8IFby4UKZ1qjinfsfE4,0.83872903|0.01539786|0.31922427|0.58492851,1.75824822,3.145e-05,P2TR,BE,Entity_157,1.75827967,False,20.5,Normal.
2026-07-29 22:36:04,212.144.36.130,38.17.6.175,55861,8334,46436395f34acb2d777b5964191b151c8ca8a81659c7c1743e8c22ca3a5cb103,bc1q2ujt74oqI8Nw1JF8lJi0HCxKLaIVtXyZ2dj6Vv|1nkT0Yml3V79WVBLmzDh3J3I1dujc1Wklw,bc1quZajCCzY4wOUf1DtXePeJmIR0k2iF83mL3BvNY,1.34929565|2.68279062,4.03118446,0.00090181,P2SH,DE,Entity_102,4.03208627,False,46.5,Normal.
2026-07-29 22:38:04,134.208.80.170,64.179.216.234,57182,8332,454a2471d2967c4e04453b8a1d44fbd977ad77557dfd183c737c35ba1b581b44,3C2Ifjlq6wDFryBLZZZfWIJgFCxeJQsXLk,bc1qGG4cTe8pq3givVcQtf5tb4BdV7cO84fVBBSmbZ|3v4j4BZPsfItQB7oHwzuLyyrpLXQdKA3DX|bc1qmRpzTNzv46peZABYNbecBWJGHFzuwzpictjcsQ,3.86004196,0.42752969|0.06657661|3.36554023,0.00039543,P2PKH,TW,Entity_158,3.86004196,False,22.3,Normal.
2026-07-29 22:42:54,201.34.65.237,94.43.163.87,64510,8332,6db9014bdf88c69b218d61adea66696557f993569a3a9f35defa0d2e8b159c54,1ZLZfBqJ6aGObX2HTkN1qgMyIsjJCphztC,30ARzeuGPhniAp8qMUClZgou7wrY0fKupZ|bc1qQi50vYbzrX0UHqaJ9TiP64rkaiZwK3LtiBW2Js,2.81260853,0.5279341|2.28437898,0.00029545,P2WPKH,BR,Entity_17,2.81260853,False,5.2,Normal.
2026-07-29 23:44:55,178.194.21.129,213.139.153.202,65512,8334,af45321b27dbda156dad50c7b17970be0e48534ac9d154edd8d11963e0d9ec14,1z20jOiEt3igmiD11Klhg9zuUy64FWTiKA|bc1qogQu8XaBKWsxZbD7gZuM1CovPpc8Y9OO9Y4NQT|bc1qKqaRXiLhpuYhD5OOUMY4ezixMn1rR220sbOsmp|10ubJGrsnGbuqUPk8aWxUI98YXQxLy6wtj,bc1qnXM6eOWmk9jG54FKfDJ9vJf0unGoQpin6DnOI0,0.96654522|0.44697368|0.28440041|0.36119062,2.05869575,0.00041418,P2WPKH,CH,Entity_159,2.05910993,False,27.1,Normal.
2026-07-29 23:53:48,195.230.173.91,206.248.159.220,49257,18332,6bba29d6170590fea26582a9d3fa3318b5c89e96d252a8b3209bd8597c814806,bc1qklZuuzk47ZvpyRkPJaZfBPox44X5ZqQSddX5G9|3K0Bvz2pmgH3X8YHuyVo5NqXdSajEUDMv0|1h7gGeHNz3Mh7V1Kw8tGX3efSclCyN1Zr5|1B9wyueNTTaksgueF4upZG7uhnmyTaG8L5,3uGa5lNGoYAl8KhiT4tzVtlAUZwKL0xwIT,1.85505079|0.01582061|0.81319186|1.22312916,3.9068284,0.00036402,P2SH,AT,Entity_36,3.90719242,False,30.3,Normal.
2026-07-30 00:03:24,160.211.246.158,137.51.133.24,60644,8332,801c5f9f9e969f1c22823ba5178a7a838a816e58f581603853a86aea52a7f15d,32ujZThpTpyJ7nUbDXFWMvFNP5PbXYbHSq|bc1qsij2L5ppIu17yExEjq4wGY82BaKn9rFTXDn0gZ|374VFhdmOk5jmn5knEcrGbONqILIzrg5kg,bc1qxoRfaV4e2Wi8NPK09DCe4GifpMR5y9mKxb63Dc|1vTayejpl9NHK8dPuvwA21JW91544AF23F,0.6196438|0.09664529|3.07474876,0.91509244|2.87582724,0.00011817,P2SH,US,Entity_16,3.79103785,False,27.3,Normal.
2026-07-30 01:22:40,184.220.61.200,185.143.178.98,64669,8334,a7fb1e19db2e06b581e87e8d2bd2cbd97e1c2fab24f198b4c823fe20efc75b89,bc1qhJZOut1H2g6s9I6xhoahmZ2v1wML5nmghXYeS1|bc1qSwt4nDYcfTcmv6wJSMLtzwrOEyBpJfsFyK9Tra,17uJoLp3vfC4oGY4ykBWUrFXOTna7NJ1TI|1DxdhziSiLKnqL5rYzccMmEFvmFIcwEnpp|16bG7blEwaDzElxtmy8TfdzsKsOSxTvV8O,1.32049114|3.03541411,1.08346276|0.38934139|2.88304736,5.374e-05,P2TR,US,Entity_160,4.35590525,False,25.2,Normal.
2026-07-30 01:29:41,217.168.175.212,107.140.217.18,49473,8333,ac7acfa673eb71854dd0af80d8d095272e5750404791138f3f78cf97a76f659c,1zj4ZYbB3jMFstMF7ywseHC6Lpx2uLgz7R,3GKJ7khlkucwmWUfL7eb330eFM2ruRQRec|bc1q9xPQhZJbQxFUpTDQPZkp1oaImBy8uDPXoAbCJk|bc1qHsj2I1VBda4DpH1veQX6wZdCiRLdCF3UdZMTDQ,1.63548749,0.24118036|0.34772204|1.04650731,7.778e-05,P2WPKH,MT,Entity_161,1.63548749,False,15.0,Normal.
2026-07-30 01:29:57,217.157.180.44,139.53.97.214,52590,8334,05a4a693d9a2bdee348a859adac4dfd12ea7efdbb15785801cb855b0ddd74a9d,bc1q2Xek98uY08gCUlH6gnH7f3VT97eqxqR8k4gLwC|3tz0AUs9sWUlKi61LvdtfMTgzgRxNQfdU0,1cJeanPrGd2skHljUwxQ58tB2FsE7gndLb,0.05748044|0.239749,0.29652816,0.00070128,P2SH,DK,Entity_162,0.29722944,False,26.3,Normal.
2026-07-30 01:50:18,108.196.133.207,7.65.140.206,61161,8334,c478a5b0717cdc300259c41a8f3fefe9146f9d31dded02d21b90a756bd00c07a,3fHlTbRgsrCbmGJUlnCT1AvPjrRe5e2Zgz,3pY13oGULkXq5r4x2wLpbPs70dZXm1Js1Y|bc1qELlALdHX2fpRiPnX3ciaArUJgKKSXmOvBL6n2E|bc1qZYY1f88HaobMrUdhS6OKW33fOPHAfLIEkPxUEP,4.02992104,2.01225764|0.53181641|1.48508906,0.00075793,P2SH,US,Entity_163,4.02992104,False,24.8,Normal.
2026-07-30 01:54:01,223.58.82.0,204.240.172.113,58262,18333,a0fc8113dd3cce3c95d033df6dd70ba9100443cf55e3d10fb2a76f825daefc5b,3oTY6RXiFVy6gYP7XkqOtjx5KWHXjuMs8V,bc1qsh4sCyGmlM4IEuh54xVRhOO0tlOuRRfrdZyHIf|1LY9oXmvV0kNWAfyFrsnt4ff5ar8D7IJyU|3yPwPoX3SbSIyfAJ3rK3qpyTDxp2CzqoLL,0.57667206,0.16595064|0.1137966|0.29634478,0.00058004,P2SH,KR,Entity_164,0.57667206,False,12.8,Normal.
2026-07-30 02:02:35,68.139.117.239,196.12.91.75,56027,8333,e2af0e23ec00f47e8e95166f7a192b6943113a73932e6564da1272300b6c4f86,3UBTnpcne9levPSXUihg9C5kBpH2UTtr75|31C6mOWFukyDTa1GLnmhHwF9gxAG83XqeQ|1UPr6XlGkemQc6HnYZeIQGl4VKmUavOa3G,1nxKWSAnDzeCln4eqww2RZ6GBwU8nTJ6yV,0.57590446|0.5073594|1.33086869,2.41329121,0.00084134,P2SH,US,Entity_30,2.4141325499999997,False,25.7,Normal.
2026-07-30 02:16:34,184.195.252.5,201.204.13.67,64789,8332,e376e9ffbf0b96688c6986d9457f2f8899e6d7ef07e13ea12c12b16e950ac03a,3iJqHhOP7fvlG8mgIDyqMqIDEs6WKOe8be|bc1qBW9YE2682PFGxPWTkaQbYuHskZzqzfS1Vvfd3P|1ShMNEcUTOAW5pZYWgaVvozc9YuQkyei97,36cLGBrvbkKnLYf4u8dtEzdntzd6Tbi17t,1.8237801|0.55222058|2.05001952,4.42560364,0.00041656,P2SH,US,Entity_165,4.4260202,False,20.7,Normal.
2026-07-30 02:43:39,65.88.160.22,205.195.1.85,63487,8333,1aec1f2c48141846b3d41436d3bb60b9d82c063c6a8fcb0833798f16f6295efb,3H0J5GUsgP7tMrnDSkgQOFPXQA5KyFlzte|1q1BISB46xYRIe80Kh0VM0F4kJPd2bGgRP,bc1qEDTJIvUvyCFesA5ZK4NXKqOK75ZhcfvorozDgk|bc1qTXe6QBJbXGp82sErQxZ5vyLkPUQ44v7oEFZuQ6|3joHyhu6WjcflKYLChn7VJwmsf8dDOTcn2,0.59742505|1.02715807,0.1473222|0.10444707|1.37210054,0.00071331,P2PKH,US,Entity_166,1.62458312,False,15.4,Normal.
2026-07-30 03:08:31,200.31.227.83,30.5.131.4,49726,18332,85e7b2bf358d24d3a1b818c3fba5b55b5d9ead6b61ff5ad1f328ab64a5085211,bc1qOpim9ZDQdl66TwNTjYeGbJnTFKnncOdGOfNI9A|3rqjmvJSNxFbSWlVbjcEx8X55NIIfCHI0m|bc1qse865F2ptj4Zu7MphF95q3UTj2GAgnlOaAYMoe,bc1qPyj7pBoVCwqQA0hi4Qhu7ljMuWZlRW9qtj6IL5|1qqDXNcmUqWACkP3HOGJg5g2HLe9OJsNP5,0.15191765|0.10388658|0.16108899,0.0045721|0.41217063,0.00015049,P2SH,AR,Entity_5,0.41689321999999995,False,19.7,Normal.
2026-07-30 03:12:18,98.225.237.138,192.22.228.248,63810,8332,3a20d45f95faec5c6d7959b913877f64d67ab93dabc9daad34c7f33b444b78be,bc1qhyytvyL89MUD8Yd8ewbKoBhf76b0To7GLiH0kh,bc1q3lDXjajFwmoGQDURrKIadUVLWlQEN5th30MAnn|bc1qOmsRuQFHHok2WetD5Vv3N8OqEE5mEPlr5vLwlR|bc1qLBhFBf29wRVfy8c0LinSITKlMnmrHC6n21KIW2,2.04337706,0.92240351|0.38365712|0.73649353,0.0008229,P2PKH,US,Entity_137,2.04337706,False,22.5,Normal.
2026-07-30 03:28:50,211.66.14.145,205.95.37.244,54844,8334,45f068274943493282d1c14413fb0c189f59befdb550de7cf19b9dd146c6b9c7,bc1quweT5lAE2rGGR3sQ3LEgnJWjVIjVMR0tfmGd5r,30KZOfaUiWywyo54eyhyTnvlvFK99qB8gW,1.69237563,1.69176666,0.00060897,P2PKH,CN,Entity_167,1.69237563,False,47.1,Normal.
2026-07-30 03:48:31,217.139.19.81,78.193.183.96,50141,8332,04d97c4c57517df76e1f61e44a33a8b812f75347a8ee05bc2f0b96ec5e586308,bc1qfVW9rSX0pVWCqf1tx22iqVPtqSedMPNgMWvKnB|3s7XY7OriOxdHbekGppFH4WKZw1trwGMLc,bc1qD9pxHz557Qgui6ayDFxoWcrYyfG4aIXTV4Aas1,1.32765275|2.18807882,3.51539619,0.00033538,P2PKH,EG,Entity_168,3.51573157,False,38.9,Normal.
2026-07-30 04:03:07,138.57.128.76,196.55.83.3,61272,8333,efe0bb5cd6a6eee66dee492e874690dfc4aa8b27f2c52954217e7359363e25e5,14wGeIphenRFM4ez12aXeUt9jp5IU7NvXT,3gx1BIi1M0Mgl4KDXc4ROQkbKiVexEGLl0,0.15191635,0.15169626,0.00022009,P2PKH,US,Entity_95,0.15191635,False,39.4,Normal.
2026-07-30 04:14:05,216.143.34.66,201.21.194.15,53722,18332,e095d3ad303216d18374f14a45508017f9413450ffd4636d7da16a78f19fd82f,bc1qBIDzo8VhajZonGNoPxVuLSjbaWpZ45AscEjcjt|bc1qFzAzbm9ldIG7m2cCfXKkCdQwG5iaFMXZzlC5QF,bc1q5B5swV7bmj3X1z9XzusMkRRqyhfuA6l1ryyKcR|1zfpXzF4X76JVVKHACo34rH21nNbQ6hd7a,0.41980205|1.22369534,0.55347941|1.08967287,0.00034511,P2PKH,US,Entity_169,1.6434973899999998,False,30.2,Normal.
2026-07-30 04:22:59,49.37.23.130,193.187.213.78,51522,18333,e857814aaa565b8a5d675f27cd163f9151d17954913b162280628888d187fc3c,17vj8uY4N4HLcBWx9dMPgqtVPpd6HoNehu|38NnL76NjQtasmH9ksSLLNqLm5gH4lGmYm,1NEKtMH7gmb97BDMjgvXIl2pSyavBICTGt,2.26378287|2.71966445,4.98253295,0.00091437,P2TR,IN,Entity_20,4.98344732,False,38.8,Normal.
2026-07-30 04:54:33,219.35.152.164,175.27.36.223,58478,8333,df255fb1959eb6ecbb555b29cac9b302382c73998934f67fc59b9146a56a9757,bc1q1vZJ2EVy0APzRH9uBzuD3hy1aLr4hF9wXVOz06,1EpjZ7IcLfWFEQpcJv6MPVJiAGVBCxZzyW,3.30468565,3.30419644,0.00048921,P2PKH,JP,Entity_170,3.30468565,False,53.4,Normal.
2026-07-30 05:03:36,185.220.101.42,195.160.233.213,59445,8333,032efe75ba0eaf82f022c145e992949d1bc4e503df4959b5bdf542c7703ca033,366bE0p7nnHSqKBXKYmT4FxnfiapTWjAsl,bc1qyBoA0aOcZbqbLipQTSg3IfrwhvxpxuHo5BTySX,0.001,0.00039147,0.00060853,P2WPKH,DE,Entity_171,0.001,True,80.3,"Risk indicators: Entity uses multiple distinct IPs (4 IPs), suggesting anonymization; IP 185.220.101.42 broadcasts for multiple distinct entities, acting as a high-traffic node; Micro-transaction detected (0.0010 BTC)."
